"","status","frei_datum","auftr_nr","mat_nr","charge","met_d_nr","mat_bez","chargengroesse","anzahl_muster","aql_aql","aql_niveau","R-P001","R-P026","R-P027","R-P028","R-P029","order","newn","NewN20","kfac","pfac","fsfac","dose_lsl","itime_usl","npos_usl","act_lsl","act_usl","idepth_lsl","idepth_usl"
"1991","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-12-08 11:38:34,"000202054","0000874679","3F344",449,"JUPITER",86658,500,"0,25","II",2.1163,12.99,6.65,6.5,6.17,2330,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1992","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-12-08 11:38:34,"000202054","0000874679","3F344",450,"JUPITER",86658,500,"0,25","II",2.1119,12.51,6.6,6.71,5.968,2331,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1993","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-12-08 11:38:34,"000202054","0000874679","3F344",451,"JUPITER",86658,500,"0,25","II",2.1199,13.09,6.84,6.52,6.156,2332,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1994","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-12-08 11:38:34,"000202054","0000874679","3F344",452,"JUPITER",86658,500,"0,25","II",2.1087,12.44,6.77,6.42,6.259,2333,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1995","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",105,"JUPITER",72649,501,"0,25","II",2.1132,15.35,6.23,7.21,5.534,2334,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1996","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",106,"JUPITER",72649,501,"0,25","II",2.1096,15.58,6.36,7,5.751,2335,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1997","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",107,"JUPITER",72649,501,"0,25","II",2.1146,16.01,6.27,6.88,5.873,2336,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1998","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",108,"JUPITER",72649,501,"0,25","II",2.1155,15.66,6.35,7.06,5.639,2337,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"1999","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",109,"JUPITER",72649,501,"0,25","II",2.1287,16,6.44,6.97,5.747,2338,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2000","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",110,"JUPITER",72649,501,"0,25","II",2.1164,15.59,6.42,6.94,5.751,2339,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2001","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",111,"JUPITER",72649,501,"0,25","II",2.1169,16.23,6.33,6.9,5.842,2340,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2002","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",112,"JUPITER",72649,501,"0,25","II",2.1042,15.34,6.55,7.01,5.738,2341,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2003","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",113,"JUPITER",72649,501,"0,25","II",2.1185,15.32,6.57,7.05,5.649,2342,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2004","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",114,"JUPITER",72649,501,"0,25","II",2.1101,15.42,6.77,6.99,5.732,2343,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2005","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",115,"JUPITER",72649,501,"0,25","II",2.1133,15.57,6.3,6.78,5.943,2344,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2006","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",116,"JUPITER",72649,501,"0,25","II",2.117,15.43,6.46,6.98,5.76,2345,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2007","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",117,"JUPITER",72649,501,"0,25","II",2.1121,15.83,6.62,6.89,5.859,2346,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2008","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",118,"JUPITER",72649,501,"0,25","II",2.1194,16.28,6.32,6.9,5.862,2347,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2009","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",119,"JUPITER",72649,501,"0,25","II",2.1279,15.74,6.54,7.06,5.647,2348,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2010","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",120,"JUPITER",72649,501,"0,25","II",2.1303,15.86,6.48,6.87,5.871,2349,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2011","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",121,"JUPITER",72649,501,"0,25","II",2.0894,15.86,6.49,6.98,5.719,2350,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2012","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",122,"JUPITER",72649,501,"0,25","II",2.1156,15.84,6.44,6.98,5.736,2351,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2013","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",123,"JUPITER",72649,501,"0,25","II",2.1051,15.36,6.36,7.23,5.463,2352,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2014","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",124,"JUPITER",72649,501,"0,25","II",2.1153,15.11,6.26,6.9,5.802,2353,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2015","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",125,"JUPITER",72649,501,"0,25","II",2.1315,15.28,6.34,6.99,5.711,2354,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2016","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",126,"JUPITER",72649,501,"0,25","II",2.1188,15.91,6.34,7.01,5.688,2355,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2017","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",127,"JUPITER",72649,501,"0,25","II",2.1271,15.84,6.48,6.88,5.817,2356,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2018","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",128,"JUPITER",72649,501,"0,25","II",2.1167,15.85,6.36,7.08,5.621,2357,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2019","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",129,"JUPITER",72649,501,"0,25","II",2.1081,15.55,6.54,7,5.703,2358,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2020","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",130,"JUPITER",72649,501,"0,25","II",2.0963,15.51,6.3,6.87,5.872,2359,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2021","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",131,"JUPITER",72649,501,"0,25","II",2.1229,15.35,6.28,7.01,5.728,2360,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2022","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",132,"JUPITER",72649,501,"0,25","II",2.0937,15.52,6.24,6.84,5.911,2361,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2023","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",133,"JUPITER",72649,501,"0,25","II",2.13,15.61,6.63,7.12,5.574,2362,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2024","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",134,"JUPITER",72649,501,"0,25","II",2.1223,15.57,6.22,7.03,5.678,2363,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2025","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",135,"JUPITER",72649,501,"0,25","II",2.1214,15.76,6.2,6.92,5.819,2364,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2026","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",136,"JUPITER",72649,501,"0,25","II",2.1055,15.41,6.25,6.99,5.696,2365,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2027","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",137,"JUPITER",72649,501,"0,25","II",2.1102,15.59,6.32,6.94,5.755,2366,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2028","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",138,"JUPITER",72649,501,"0,25","II",2.1186,15.48,6.53,7.09,5.589,2367,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2029","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",139,"JUPITER",72649,501,"0,25","II",2.1246,15.85,6.32,7.05,5.695,2368,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2030","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",140,"JUPITER",72649,501,"0,25","II",2.1178,15.24,6.27,6.97,5.735,2369,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2031","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",141,"JUPITER",72649,501,"0,25","II",2.1219,15.39,6.96,7.08,5.644,2370,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2032","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",142,"JUPITER",72649,501,"0,25","II",2.1267,15.73,6.83,6.91,5.829,2371,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2033","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",143,"JUPITER",72649,501,"0,25","II",2.1293,15.18,6.49,7.03,5.634,2372,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2034","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",144,"JUPITER",72649,501,"0,25","II",2.1261,15.65,6.48,6.91,5.829,2373,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2035","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",145,"JUPITER",72649,501,"0,25","II",2.1087,15.66,6.78,7.11,5.628,2374,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2036","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",146,"JUPITER",72649,501,"0,25","II",2.1162,15.69,6.51,7.01,5.679,2375,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2037","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",147,"JUPITER",72649,501,"0,25","II",2.1356,15.74,6.63,7.16,5.524,2376,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2038","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",148,"JUPITER",72649,501,"0,25","II",2.11,15.3,7.07,7.08,5.653,2377,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2039","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",149,"JUPITER",72649,501,"0,25","II",2.1162,15.67,6.85,7.01,5.741,2378,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2040","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",150,"JUPITER",72649,501,"0,25","II",2.1108,15.75,6.47,7.05,5.636,2379,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2041","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",151,"JUPITER",72649,501,"0,25","II",2.1113,15.89,7.19,6.99,5.713,2380,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2042","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",152,"JUPITER",72649,501,"0,25","II",2.1055,15.25,6.59,7.04,5.637,2381,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2043","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",153,"JUPITER",72649,501,"0,25","II",2.1216,15.73,6.98,7.19,5.516,2382,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2044","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",154,"JUPITER",72649,501,"0,25","II",2.1227,15.11,6.6,7.03,5.697,2383,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2045","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",155,"JUPITER",72649,501,"0,25","II",2.1291,15.67,6.54,7.03,5.705,2384,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2046","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",156,"JUPITER",72649,501,"0,25","II",2.1135,15.72,6.58,7.03,5.645,2385,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2047","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",157,"JUPITER",72649,501,"0,25","II",2.1233,15.53,6.91,7.01,5.712,2386,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2048","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",158,"JUPITER",72649,501,"0,25","II",2.1193,15.65,6.52,6.84,5.902,2387,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2049","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",159,"JUPITER",72649,501,"0,25","II",2.1151,15.54,6.47,6.93,5.801,2388,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2050","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",160,"JUPITER",72649,501,"0,25","II",2.12,15.75,6.57,6.98,5.764,2389,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2051","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",161,"JUPITER",72649,501,"0,25","II",2.1185,16.04,6.77,6.82,5.929,2390,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2052","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",162,"JUPITER",72649,501,"0,25","II",2.1198,15.53,6.49,7.12,5.602,2391,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2053","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",163,"JUPITER",72649,501,"0,25","II",2.1172,15.37,6.86,7.06,5.682,2392,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2054","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",164,"JUPITER",72649,501,"0,25","II",2.1163,15.22,6.59,6.98,5.705,2393,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2055","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",165,"JUPITER",72649,501,"0,25","II",2.1344,15.5,6.9,6.84,5.81,2394,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2056","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-11-09 08:15:02,"000199492","0000874676","3F327",166,"JUPITER",72649,501,"0,25","II",2.13,15.57,6.67,7,5.694,2395,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2057","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",96,"JUPITER",31705,500,"0,25","II",2.1223,15.58,6.95,6.61,6.119,2396,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2058","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",97,"JUPITER",31705,500,"0,25","II",2.1258,15.14,6.95,6.63,6.118,2397,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2059","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",98,"JUPITER",31705,500,"0,25","II",2.1178,15.93,7.29,6.7,6.035,2398,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2060","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",99,"JUPITER",31705,500,"0,25","II",2.1135,15.33,7.12,6.76,5.967,2399,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2061","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",128,"JUPITER",31705,500,"0,25","II",2.1193,15.08,7.09,6.51,6.158,2400,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2062","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",129,"JUPITER",31705,500,"0,25","II",2.1151,16.2,7,6.56,6.143,2401,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2063","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",130,"JUPITER",31705,500,"0,25","II",2.1126,16.09,7.03,6.71,6.016,2402,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2064","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",131,"JUPITER",31705,500,"0,25","II",2.1266,16.08,7.02,6.63,6.078,2403,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2065","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",132,"JUPITER",31705,500,"0,25","II",2.1293,16.25,7.29,6.75,5.972,2404,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2066","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",133,"JUPITER",31705,500,"0,25","II",2.131,15.87,7.4,6.57,6.195,2405,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2067","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",134,"JUPITER",31705,500,"0,25","II",2.1262,15.93,6.96,6.71,6.012,2406,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2068","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",135,"JUPITER",31705,500,"0,25","II",2.1114,15.81,7.02,6.59,6.139,2407,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2069","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",136,"JUPITER",31705,500,"0,25","II",2.1215,15.85,7.59,6.61,6.104,2408,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2070","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",137,"JUPITER",31705,500,"0,25","II",2.1232,15.81,7.26,6.6,6.136,2409,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2071","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",138,"JUPITER",31705,500,"0,25","II",2.1151,15.72,7.46,6.67,6.05,2410,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2072","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",139,"JUPITER",31705,500,"0,25","II",2.1253,16.38,6.96,6.9,5.823,2411,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2073","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",140,"JUPITER",31705,500,"0,25","II",2.1132,16.43,7.41,6.62,6.126,2412,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2074","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",141,"JUPITER",31705,500,"0,25","II",2.1281,16.11,7.11,6.82,5.886,2413,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2075","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",142,"JUPITER",31705,500,"0,25","II",2.1258,16.18,7.17,6.61,6.112,2414,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2076","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",143,"JUPITER",31705,500,"0,25","II",2.1166,16.51,7.26,6.65,6.071,2415,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2077","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",144,"JUPITER",31705,500,"0,25","II",2.1204,16.03,7.45,6.98,5.769,2416,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2078","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",145,"JUPITER",31705,500,"0,25","II",2.1107,15.97,7.68,6.55,6.155,2417,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2079","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",146,"JUPITER",31705,500,"0,25","II",2.1201,16.33,7.34,6.63,6.072,2418,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2080","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",147,"JUPITER",31705,500,"0,25","II",2.1182,15.65,7.23,6.77,6,2419,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2081","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",144,"JUPITER",7214,315,"0,25","II",2.1197,15.63,6.8,6.87,5.848,2420,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2082","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",145,"JUPITER",7214,315,"0,25","II",2.1165,16.24,7.06,6.87,5.856,2421,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2083","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",146,"JUPITER",7214,315,"0,25","II",2.1206,15.55,6.34,6.99,5.69,2422,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2084","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",147,"JUPITER",7214,315,"0,25","II",2.1331,15.58,6.67,7,5.704,2423,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2085","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",148,"JUPITER",7214,315,"0,25","II",2.1159,16.03,7.11,6.79,5.933,2424,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2086","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",149,"JUPITER",7214,315,"0,25","II",2.1227,15.64,6.41,6.91,5.806,2425,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2087","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",150,"JUPITER",7214,315,"0,25","II",2.1253,15.94,6.88,6.78,5.929,2426,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2088","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",151,"JUPITER",7214,315,"0,25","II",2.1268,16.12,6.72,6.91,5.837,2427,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2089","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-08 13:13:58,"000193901","0000874676","3F291",152,"JUPITER",7214,315,"0,25","II",2.135,15.38,6.82,6.84,5.928,2428,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"2090","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",100,"JUPITER",31705,500,"0,25","II",2.1262,15.3,7.36,6.73,6.025,2429,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2091","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",101,"JUPITER",31705,500,"0,25","II",2.1428,16,7.37,6.88,5.886,2430,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"2092","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-10-05 14:55:45,"000195284","0000874679","3F289",102,"JUPITER",31705,500,"0,25","II",2.1236,16.4,7.02,6.5,6.181,2431,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
